ID,Politician,Party,Stance,Naming-Form
1013376374495735811,Alexander Gauland,AfD/Petry,positive,TLN
1004861455680921600,Alexander Gauland,AfD/Petry,negative,LN
1012698782863986688,Alexander Gauland,AfD/Petry,neither,LN
1003696290549714949,Alexander Gauland,AfD/Petry,negative,FNLN
1004356749003051013,Alexander Gauland,AfD/Petry,negative,LN
1014476426496610304,Alexander Gauland,AfD/Petry,positive,TLN
1013050482896572416,Alexander Gauland,AfD/Petry,negative,LN
1009038124918427648,Alexander Gauland,AfD/Petry,neither,TLN
1011001976514121730,Alexander Gauland,AfD/Petry,negative,LN
1004047037070020608,Alexander Gauland,AfD/Petry,negative,LN
1003632734571548672,Alexander Gauland,AfD/Petry,negative,FNLN
1004615463253561345,Alexander Gauland,AfD/Petry,negative,LN
1005189516762771458,Alexander Gauland,AfD/Petry,positive,TLN
1003906222087704577,Alexander Gauland,AfD/Petry,positive,LN
1003746609774125056,Alexander Gauland,AfD/Petry,negative,TLN
1004686420634689536,Alexander Gauland,AfD/Petry,positive,TLN
1010803762175279104,Alexander Gauland,AfD/Petry,positive,TLN
1014226079010181120,Alexander Gauland,AfD/Petry,negative,LN
1003611793850339328,Alexander Gauland,AfD/Petry,neither,LN
1012967581702148096,Alexander Gauland,AfD/Petry,negative,LN
1016253294325452800,Alexander Gauland,AfD/Petry,positive,LN
1004108991637704704,Alexander Gauland,AfD/Petry,negative,LN
1008954009862930434,Alexander Gauland,AfD/Petry,negative,LN
1003747246725353477,Alexander Gauland,AfD/Petry,negative,LN
1012980163758493697,Alexander Gauland,AfD/Petry,negative,LN
1013513338595282945,Alexander Gauland,AfD/Petry,positive,FNLN
1015241077501190151,Alexander Gauland,AfD/Petry,positive,FNLN
1006952234972794880,Alexander Gauland,AfD/Petry,positive,TLN
1013113096540483585,Alexander Gauland,AfD/Petry,negative,FNLN
1003647138423853056,Alexander Gauland,AfD/Petry,neither,TLN
1010582246754013185,Alexander Gauland,AfD/Petry,negative,FNLN
1008685493104599040,Alexander Gauland,AfD/Petry,positive,TLN
1015177102268751872,Alexander Gauland,AfD/Petry,neither,LN
1004031188988674048,Alexander Gauland,AfD/Petry,negative,LN
1004292268759633921,Alexander Gauland,AfD/Petry,neither,LN
1003975510085591040,Alexander Gauland,AfD/Petry,negative,LN
1010805817786892288,Alexander Gauland,AfD/Petry,positive,TLN
1013001236143050752,Alexander Gauland,AfD/Petry,positive,TLN
1013804965947723776,Alexander Gauland,AfD/Petry,neither,LN
1009849904133492736,Alexander Gauland,AfD/Petry,positive,LN
1016369099365126145,Alexander Gauland,AfD/Petry,positive,TLN
1004278753676185600,Alexander Gauland,AfD/Petry,negative,LN
1018525636661534720,Alexander Gauland,AfD/Petry,negative,LN
1003602941650046976,Alexander Gauland,AfD/Petry,positive,TLN
1019525577630474240,Alexander Gauland,AfD/Petry,positive,TLN
1009798817066176513,Alexander Gauland,AfD/Petry,positive,TLN
1018161538153279488,Alexander Gauland,AfD/Petry,positive,TLN
1013020576812879872,Alexander Gauland,AfD/Petry,positive,LN
1013033138216415234,Alexander Gauland,AfD/Petry,neither,FNLN
1013045787624923137,Alexander Gauland,AfD/Petry,positive,FNLN
1004295111885369344,Alexander Gauland,AfD/Petry,neither,FNLN
1006885701835788288,Alexander Gauland,AfD/Petry,positive,LN
1006140898680418304,Alexander Gauland,AfD/Petry,positive,TLN
1008717865036500995,Alexander Gauland,AfD/Petry,positive,TLN
1004887955645878272,Alexander Gauland,AfD/Petry,positive,TLN
1007574422184701954,Alexander Gauland,AfD/Petry,negative,LN
1010694765606850561,Alexander Gauland,AfD/Petry,positive,TLN
1014186637511876608,Alice Weidel,AfD/Petry,negative,LN
1010835708469227520,Alice Weidel,AfD/Petry,positive,TLN
1017689542701342721,Alice Weidel,AfD/Petry,negative,LN
1009760602657624064,Alice Weidel,AfD/Petry,negative,TLN
1006529731590750208,Alice Weidel,AfD/Petry,neither,TLN
1016961398105141248,Alice Weidel,AfD/Petry,positive,FNLN
1008026583872008192,Alice Weidel,AfD/Petry,negative,LN
1017796551471755266,Alice Weidel,AfD/Petry,negative,TLN
1006986923569811458,Alice Weidel,AfD/Petry,negative,LN
1017077024542875648,Alice Weidel,AfD/Petry,negative,TLN
1012644363078393856,Alice Weidel,AfD/Petry,negative,LN
1012935832305532928,Alice Weidel,AfD/Petry,negative,LN
1017817175086845957,Alice Weidel,AfD/Petry,negative,TLN
1015668763759403008,Alice Weidel,AfD/Petry,neither,LN
1005131218810269696,Alice Weidel,AfD/Petry,negative,LN
1010932473730093057,Alice Weidel,AfD/Petry,negative,TLN
1014619261682290689,Alice Weidel,AfD/Petry,positive,TFNLN
1009129762609160192,Alice Weidel,AfD/Petry,negative,FNLN
1014560804249759753,Alice Weidel,AfD/Petry,positive,TFNLN
1009155509302292481,Alice Weidel,AfD/Petry,negative,TLN
1005032496176787456,Alice Weidel,AfD/Petry,positive,TLN
1016429133981773825,Alice Weidel,AfD/Petry,negative,TLN
1013065590792220672,Alice Weidel,AfD/Petry,negative,LN
1009097786883756032,Alice Weidel,AfD/Petry,negative,LN
1005422252521918464,Alice Weidel,AfD/Petry,negative,LN
1019291388691742720,Alice Weidel,AfD/Petry,negative,TLN
1013131960007393280,Alice Weidel,AfD/Petry,negative,TFNLN
1007276265416601603,Alice Weidel,AfD/Petry,neither,FNLN
1015182786574024704,Alice Weidel,AfD/Petry,positive,TLN
1004975771679674370,Alice Weidel,AfD/Petry,negative,LN
1011294273768214528,Alice Weidel,AfD/Petry,positive,LN
1005050869245759488,Alice Weidel,AfD/Petry,positive,TFNLN
1009085600673263618,Alice Weidel,AfD/Petry,negative,LN
1004965222560550912,Alice Weidel,AfD/Petry,positive,TFNLN
1007139091706769409,Alice Weidel,AfD/Petry,negative,TLN
1019099928520544256,Alice Weidel,AfD/Petry,negative,LN
1012721870431375361,Alice Weidel,AfD/Petry,positive,FNLN
1004822280147537920,Alice Weidel,AfD/Petry,positive,TFNLN
1011929384243122176,Alice Weidel,AfD/Petry,negative,LN
1009385298097254401,Alice Weidel,AfD/Petry,positive,TFNLN
1005361177499709442,Alice Weidel,AfD/Petry,neither,TLN
1010912122405040129,Alice Weidel,AfD/Petry,negative,TLN
1006815141130899458,Alice Weidel,AfD/Petry,negative,LN
1013734762501033984,Alice Weidel,AfD/Petry,positive,TLN
1008863734352306176,Alice Weidel,AfD/Petry,negative,TLN
1009044122739576833,Alice Weidel,AfD/Petry,neither,LN
1009828935796973568,Alice Weidel,AfD/Petry,neither,TLN
1009359352350863361,Alice Weidel,AfD/Petry,negative,LN
1006838670291275777,Alice Weidel,AfD/Petry,neither,TLN
1015122302596460544,Alice Weidel,AfD/Petry,positive,TFNLN
1012950756192858112,Alice Weidel,AfD/Petry,negative,LN
1009826724484407296,Alice Weidel,AfD/Petry,negative,TLN
1006214680883486720,Alice Weidel,AfD/Petry,negative,LN
1004985912609173504,Alice Weidel,AfD/Petry,negative,TFNLN
1018905509360033793,Alice Weidel,AfD/Petry,positive,LN
1016750449452572672,Alice Weidel,AfD/Petry,neither,TFNLN
1004857220323074049,Alice Weidel,AfD/Petry,positive,TLN
1005914421074579458,Alice Weidel,AfD/Petry,negative,LN
1007818204524302339,Alice Weidel,AfD/Petry,positive,FNLN
1014597364143751168,Alice Weidel,AfD/Petry,positive,TLN
1004843129214853120,Alice Weidel,AfD/Petry,negative,TLN
1013761335069470721,Alice Weidel,AfD/Petry,negative,LN
1018947195993812998,Alice Weidel,AfD/Petry,negative,LN
1013309550080950272,Alice Weidel,AfD/Petry,negative,LN
1014846691021852673,Alice Weidel,AfD/Petry,positive,TFNLN
1018415896396640261,Alice Weidel,AfD/Petry,negative,LN
1016685918093234176,Alice Weidel,AfD/Petry,neither,TFNLN
1005099024272248832,Alice Weidel,AfD/Petry,positive,TLN
1018505038682083328,Alice Weidel,AfD/Petry,negative,TLN
1011660051151454210,Alice Weidel,AfD/Petry,neither,FNLN
1005092540100554753,Alice Weidel,AfD/Petry,positive,TLN
1007595623250628612,Alice Weidel,AfD/Petry,negative,FNLN
1014425490071998464,Alice Weidel,AfD/Petry,negative,TLN
1005752660971130880,Alice Weidel,AfD/Petry,positive,TFNLN
1014993259482025984,Alice Weidel,AfD/Petry,positive,TLN
1014559685909864449,Alice Weidel,AfD/Petry,neither,TFNLN
1009814796735340544,Alice Weidel,AfD/Petry,negative,TLN
1014482030044819456,Alice Weidel,AfD/Petry,negative,LN
1014494122546212865,Alice Weidel,AfD/Petry,negative,TLN
1010628403421171712,Alice Weidel,AfD/Petry,negative,FNLN
1017489412173844480,Alice Weidel,AfD/Petry,positive,TLN
1012619013669769217,Alice Weidel,AfD/Petry,positive,TLN
1007569388306825217,Alice Weidel,AfD/Petry,negative,LN
1018758485109026816,Alice Weidel,AfD/Petry,negative,FNLN
1006391849727250432,Alice Weidel,AfD/Petry,negative,LN
1012236157667733504,Alice Weidel,AfD/Petry,negative,LN
1014563147829661699,Alice Weidel,AfD/Petry,positive,TFNLN
1017036140006793216,Alice Weidel,AfD/Petry,neither,TLN
1004858593668104193,Alice Weidel,AfD/Petry,positive,TLN
1009779133411446786,Alice Weidel,AfD/Petry,neither,TLN
1007717687215128577,Alice Weidel,AfD/Petry,negative,TLN
1004982131653730304,Alice Weidel,AfD/Petry,positive,TFNLN
1005230415471370240,Alice Weidel,AfD/Petry,positive,TFNLN
1006784995007041536,Alice Weidel,AfD/Petry,negative,FNLN
1010891921835921408,Alice Weidel,AfD/Petry,neither,FNLN
1006581429294247936,Alice Weidel,AfD/Petry,negative,TLN
1013391335167004674,Alice Weidel,AfD/Petry,negative,LN
1012584121208594433,Alice Weidel,AfD/Petry,neither,LN
1007712155263791104,Alice Weidel,AfD/Petry,negative,TLN
1006078770686644224,Alice Weidel,AfD/Petry,negative,TLN
1004318464947970049,Alice Weidel,AfD/Petry,positive,FNLN
1019705913488355328,Alice Weidel,AfD/Petry,negative,FNLN
1008000922390286336,Alice Weidel,AfD/Petry,negative,LN
1006177273643458560,Alice Weidel,AfD/Petry,negative,LN
1004995786491531264,Alice Weidel,AfD/Petry,negative,LN
1004247164472750080,Alice Weidel,AfD/Petry,positive,FNLN
1014410240723259392,Alice Weidel,AfD/Petry,positive,TFNLN
1009493921339248645,Alice Weidel,AfD/Petry,negative,TLN
1014160372486606848,Alice Weidel,AfD/Petry,positive,TFNLN
1009862490891702275,Alice Weidel,AfD/Petry,positive,TLN
1004262496738344960,Alice Weidel,AfD/Petry,positive,FNLN
1014185095979257856,Alice Weidel,AfD/Petry,negative,TLN
1014820520322363392,Alice Weidel,AfD/Petry,positive,LN
1012014307998142464,Alice Weidel,AfD/Petry,negative,FNLN
1011294042225721344,Alice Weidel,AfD/Petry,neither,TFNLN
1011323780961112064,Alice Weidel,AfD/Petry,negative,TLN
1003663824472469505,Alice Weidel,AfD/Petry,negative,TLN
1014457145323122689,Alice Weidel,AfD/Petry,negative,LN
1006861458225934336,Alice Weidel,AfD/Petry,neither,LN
1016526056524836865,Alice Weidel,AfD/Petry,positive,TLN
1012329053368569856,Alice Weidel,AfD/Petry,positive,LN
1004974297662808064,Alice Weidel,AfD/Petry,negative,FNLN
1014558496677916674,Alice Weidel,AfD/Petry,negative,TFNLN
1008725746242785280,Alice Weidel,AfD/Petry,positive,TFNLN
1009867095620898816,Alice Weidel,AfD/Petry,negative,TLN
1008435815859523584,Alice Weidel,AfD/Petry,negative,TLN
1005752874561728513,Alice Weidel,AfD/Petry,positive,TFNLN
1011259083477934081,Alice Weidel,AfD/Petry,negative,LN
1011492043011645440,Alice Weidel,AfD/Petry,negative,LN
1011981533085863936,Alice Weidel,AfD/Petry,negative,LN
1014412476128137216,Alice Weidel,AfD/Petry,positive,TFNLN
1019118261676462080,Alice Weidel,AfD/Petry,positive,FNLN
1008828508032917505,Alice Weidel,AfD/Petry,negative,LN
1014560494001246208,Alice Weidel,AfD/Petry,negative,TLN
1003948256135712768,Alice Weidel,AfD/Petry,positive,TFNLN
1011554682039304192,Alice Weidel,AfD/Petry,neither,TFNLN
1006263586908524555,Alice Weidel,AfD/Petry,negative,TFNLN
1007177306807382016,Alice Weidel,AfD/Petry,negative,LN
1010851305693306880,Alice Weidel,AfD/Petry,neither,TLN
1013329471422820352,Alice Weidel,AfD/Petry,negative,LN
1003593422698098688,Alice Weidel,AfD/Petry,neither,LN
1017815583780458498,Alice Weidel,AfD/Petry,negative,TLN
1019216450538627072,Alice Weidel,AfD/Petry,negative,TLN
1006463200693489664,Alice Weidel,AfD/Petry,negative,LN
1015123206926200839,Alice Weidel,AfD/Petry,positive,TFNLN
1013081636039266305,Alice Weidel,AfD/Petry,positive,FNLN
1014486588741611520,Alice Weidel,AfD/Petry,neither,TLN
1013065003090567169,Alice Weidel,AfD/Petry,neither,LN
1009123880634585093,Alice Weidel,AfD/Petry,neither,TLN
1008722202932535296,Alice Weidel,AfD/Petry,negative,FNLN
1014840399368802304,Alice Weidel,AfD/Petry,positive,FNLN
1013091055531692032,Alice Weidel,AfD/Petry,negative,LN
1014413185850494976,Alice Weidel,AfD/Petry,neither,TFNLN
1014600451084431362,Alice Weidel,AfD/Petry,negative,LN
1013722322124099585,Alice Weidel,AfD/Petry,negative,TLN
1007191007795073024,Alice Weidel,AfD/Petry,negative,FNLN
1006216037652627456,Alice Weidel,AfD/Petry,negative,LN
1012879191858130944,Alice Weidel,AfD/Petry,negative,TLN
1009812903829090304,Alice Weidel,AfD/Petry,positive,LN
1014540655408898048,Alice Weidel,AfD/Petry,positive,FNLN
1014188825541738497,Alice Weidel,AfD/Petry,negative,TLN
1013882645187629056,Alice Weidel,AfD/Petry,positive,TLN
1006841867143610368,Alice Weidel,AfD/Petry,negative,LN
1017105849007951872,Alice Weidel,AfD/Petry,negative,TFNLN
1008932701414608901,Alice Weidel,AfD/Petry,negative,LN
1018127227559534593,Alice Weidel,AfD/Petry,negative,LN
1013740104366600192,Alice Weidel,AfD/Petry,negative,LN
1005102929311948801,Alice Weidel,AfD/Petry,negative,LN
1005518666232942592,Alice Weidel,AfD/Petry,negative,LN
1019563516397850625,Alice Weidel,AfD/Petry,negative,TLN
1007635552231985152,Alice Weidel,AfD/Petry,negative,LN
1006193055035207682,Alice Weidel,AfD/Petry,negative,TLN
1010130089755992065,Alice Weidel,AfD/Petry,negative,TLN
1007301302412566529,Alice Weidel,AfD/Petry,negative,LN
1014291280489271296,Alice Weidel,AfD/Petry,negative,TLN
1009506108518621184,Alice Weidel,AfD/Petry,positive,LN
1014471139194818561,Alice Weidel,AfD/Petry,positive,TFNLN
1011952793287102464,Alice Weidel,AfD/Petry,negative,TFNLN
1009488715469729792,Alice Weidel,AfD/Petry,negative,TLN
1004976060713271296,Alice Weidel,AfD/Petry,positive,FNLN
1013426080932343813,Alice Weidel,AfD/Petry,positive,TLN
1008449317080915968,Alice Weidel,AfD/Petry,negative,TLN
1017773458023993344,Alice Weidel,AfD/Petry,negative,TLN
1016611056477761536,Alice Weidel,AfD/Petry,positive,TLN
1015326088505982976,Alice Weidel,AfD/Petry,negative,TLN
1019679785516195842,Alice Weidel,AfD/Petry,negative,TLN
1013692349933858816,Alice Weidel,AfD/Petry,negative,TLN
1005814426379964416,Alice Weidel,AfD/Petry,negative,LN
1007920279069384704,Alice Weidel,AfD/Petry,negative,FNLN
1006670030023643136,Alice Weidel,AfD/Petry,negative,LN
1014766037450002432,Alice Weidel,AfD/Petry,negative,LN
1007311727585882114,Alice Weidel,AfD/Petry,positive,LN
1007526832365858816,Alice Weidel,AfD/Petry,negative,TFNLN
1004321099335852032,Alice Weidel,AfD/Petry,positive,TFNLN
1007183460061077505,Alice Weidel,AfD/Petry,negative,LN
1013025251381469184,Alice Weidel,AfD/Petry,neither,LN
1013103467878109185,Alice Weidel,AfD/Petry,neither,LN
1015330188585000963,Alice Weidel,AfD/Petry,negative,TLN
1014858679969972224,Alice Weidel,AfD/Petry,negative,LN
1004955223243272192,Alice Weidel,AfD/Petry,positive,LN
1013807492063735810,Alice Weidel,AfD/Petry,positive,TFNLN
1003710034931601408,Alice Weidel,AfD/Petry,positive,TFNLN
1014469997404487682,Alice Weidel,AfD/Petry,neither,LN
1013852274114875392,Alice Weidel,AfD/Petry,negative,FNLN
1018945207516135424,Alice Weidel,AfD/Petry,negative,LN
1005037027748995072,Alice Weidel,AfD/Petry,positive,TLN
1007332713106497536,Alice Weidel,AfD/Petry,positive,LN
1011350386488332290,Alice Weidel,AfD/Petry,positive,TFNLN
1008906542928756736,Alice Weidel,AfD/Petry,negative,FNLN
1011628026638020608,Alice Weidel,AfD/Petry,negative,LN
1005014394575745024,Alice Weidel,AfD/Petry,positive,FNLN
1016989101910831104,Alice Weidel,AfD/Petry,negative,LN
1004932698622881792,Alice Weidel,AfD/Petry,positive,LN
1011738916288974848,Alice Weidel,AfD/Petry,negative,TLN
1005050354407497728,Alice Weidel,AfD/Petry,negative,TFNLN
1006452290922975232,Alice Weidel,AfD/Petry,negative,TLN
1014592019770077184,Alice Weidel,AfD/Petry,negative,LN
1009095487604117504,Alice Weidel,AfD/Petry,negative,TLN
1008443328512262146,Alice Weidel,AfD/Petry,neither,TLN
1014975676145946624,Alice Weidel,AfD/Petry,negative,TLN
1013906463973093377,Alice Weidel,AfD/Petry,negative,TLN
1006948388414394368,Alice Weidel,AfD/Petry,positive,TFNLN
1004984491386068992,Alice Weidel,AfD/Petry,positive,TLN
1011293315382292486,Alice Weidel,AfD/Petry,negative,TLN
1004853332928815104,Alice Weidel,AfD/Petry,positive,TFNLN
1007310650404737029,Alice Weidel,AfD/Petry,positive,TFNLN
1017250118205132801,Alice Weidel,AfD/Petry,positive,TFNLN
1004812435960815619,Alice Weidel,AfD/Petry,positive,TLN
1011442673599877121,Alice Weidel,AfD/Petry,neither,TFNLN
1003981717231800320,Alice Weidel,AfD/Petry,positive,LN
1003649997114630144,Alice Weidel,AfD/Petry,positive,LN
1016059302736429056,Alice Weidel,AfD/Petry,negative,TLN
1005040182729564161,Alice Weidel,AfD/Petry,positive,TFNLN
1011321672119521280,Alice Weidel,AfD/Petry,negative,LN
1008690033019293701,Alice Weidel,AfD/Petry,negative,TFNLN
1011479252305408002,Alice Weidel,AfD/Petry,negative,TLN
1006868040628277249,Alice Weidel,AfD/Petry,neither,FNLN
1003604047369261057,Alice Weidel,AfD/Petry,positive,LN
1012375439040483328,Alice Weidel,AfD/Petry,negative,TLN
1016215562706440192,Alice Weidel,AfD/Petry,neither,LN
1005901194697629696,Alice Weidel,AfD/Petry,negative,LN
1013044337775644672,Alice Weidel,AfD/Petry,positive,TLN
1013161291492491264,Alice Weidel,AfD/Petry,neither,TFNLN
1015226420224778242,Alice Weidel,AfD/Petry,negative,LN
1006115877010501633,Alice Weidel,AfD/Petry,negative,LN
1016346014997983232,Alice Weidel,AfD/Petry,negative,LN
1013141410080575488,Alice Weidel,AfD/Petry,neither,FNLN
1011316838301622273,Alice Weidel,AfD/Petry,negative,TLN
1015216948504907777,Alice Weidel,AfD/Petry,positive,TLN
1011483808254906368,Alice Weidel,AfD/Petry,positive,TFNLN
1014814143973613570,Alice Weidel,AfD/Petry,negative,LN
1013687625331429376,Alice Weidel,AfD/Petry,negative,TLN
1003955914704121861,Alice Weidel,AfD/Petry,positive,LN
1019566564620886017,Alice Weidel,AfD/Petry,negative,TLN
1005836388292612097,Alice Weidel,AfD/Petry,negative,LN
1009030258966835200,Alice Weidel,AfD/Petry,neither,LN
1014434195840688130,Alice Weidel,AfD/Petry,positive,LN
1017854026128482307,Alice Weidel,AfD/Petry,negative,LN
1013810354047148032,Alice Weidel,AfD/Petry,positive,TLN
1009939648083320832,Alice Weidel,AfD/Petry,negative,FNLN
1014897710732898305,Alice Weidel,AfD/Petry,positive,TLN
1005110202440577024,Alice Weidel,AfD/Petry,neither,LN
1009002671066550272,Alice Weidel,AfD/Petry,negative,FNLN
1011486810143449088,Alice Weidel,AfD/Petry,negative,TLN
1014208755213504513,Alice Weidel,AfD/Petry,negative,LN
1006500256039698432,Alice Weidel,AfD/Petry,neither,TFNLN
1013816405526040576,Alice Weidel,AfD/Petry,positive,TLN
1014841850505715712,Alice Weidel,AfD/Petry,negative,LN
1007534865678503939,Alice Weidel,AfD/Petry,negative,TLN
1016815990179549186,Alice Weidel,AfD/Petry,negative,TLN
1006622098549362688,Alice Weidel,AfD/Petry,positive,FNLN
1014607223106961408,Alice Weidel,AfD/Petry,positive,TLN
1006200994164854784,Alice Weidel,AfD/Petry,negative,TLN
1009030800539574278,Alice Weidel,AfD/Petry,negative,FNLN
1005014690987233281,Alice Weidel,AfD/Petry,positive,TLN
1006538215933861888,Alice Weidel,AfD/Petry,positive,LN
1015858773880172544,Alice Weidel,AfD/Petry,positive,TFNLN
1013464328333414400,Alice Weidel,AfD/Petry,positive,TFNLN
1004078924530376707,Alice Weidel,AfD/Petry,positive,LN
1010503739285917696,Alice Weidel,AfD/Petry,negative,LN
1016283144541102081,Alice Weidel,AfD/Petry,positive,TFNLN
1013008150973304832,Alice Weidel,AfD/Petry,negative,LN
1006534355420884992,Alice Weidel,AfD/Petry,negative,TLN
1005063337271492608,Alice Weidel,AfD/Petry,negative,TLN
1006556779319382016,Alice Weidel,AfD/Petry,positive,LN
1008392798511550464,Alice Weidel,AfD/Petry,positive,TFNLN
1016046776707633153,Alice Weidel,AfD/Petry,positive,TFNLN
1004382838395940864,Alice Weidel,AfD/Petry,neither,TFNLN
1018250381594415105,Alice Weidel,AfD/Petry,negative,TLN
1018613662448324608,Alice Weidel,AfD/Petry,negative,LN
1016720243593547779,Alice Weidel,AfD/Petry,positive,TFNLN
1009011709980368897,Alice Weidel,AfD/Petry,neither,FNLN
1004824624553750529,Alice Weidel,AfD/Petry,positive,LN
1009876891250012161,Alice Weidel,AfD/Petry,positive,LN
1005096198196297729,Alice Weidel,AfD/Petry,positive,TLN
1013066647748390912,Alice Weidel,AfD/Petry,negative,LN
1004496555393585152,Alice Weidel,AfD/Petry,negative,TLN
1018826567999479808,Alice Weidel,AfD/Petry,negative,LN
1019515435149135874,Alice Weidel,AfD/Petry,negative,TLN
1003661866927869953,Alice Weidel,AfD/Petry,negative,LN
1013118029901783042,Alice Weidel,AfD/Petry,positive,TLN
1004735109159968773,Alice Weidel,AfD/Petry,negative,LN
1008846987339264000,Alice Weidel,AfD/Petry,positive,TLN
1018035673989877760,Alice Weidel,AfD/Petry,positive,TFNLN
1005115895398756353,Alice Weidel,AfD/Petry,negative,FNLN
1005375925905747968,Alice Weidel,AfD/Petry,negative,FNLN
1005081849708806144,Alice Weidel,AfD/Petry,positive,TLN
1007621472377098242,Alice Weidel,AfD/Petry,positive,TFNLN
1017076371967930368,Alice Weidel,AfD/Petry,negative,TLN
1003683605384695809,Alice Weidel,AfD/Petry,positive,LN
1009877498660904961,Alice Weidel,AfD/Petry,negative,TLN
1011594894077583361,Alice Weidel,AfD/Petry,negative,FNLN
1017769626447548419,Alice Weidel,AfD/Petry,negative,FNLN
1017788538614624257,Alice Weidel,AfD/Petry,negative,LN
1009194724232744961,Alice Weidel,AfD/Petry,positive,TLN
1006199521607671809,Alice Weidel,AfD/Petry,positive,TLN
1009808763556114433,Alice Weidel,AfD/Petry,negative,TLN
1004802467048099840,Alice Weidel,AfD/Petry,positive,TLN
1008866230932066305,Alice Weidel,AfD/Petry,negative,TLN
1006742029500583936,Alice Weidel,AfD/Petry,positive,TLN
1018878475304865793,Alice Weidel,AfD/Petry,positive,TLN
1003725214168109056,Alice Weidel,AfD/Petry,negative,FNLN
1006597733564735488,Alice Weidel,AfD/Petry,positive,TFNLN
1014454660906799104,Alice Weidel,AfD/Petry,positive,TFNLN
1004990598477221888,Alice Weidel,AfD/Petry,negative,LN
1009483007722446848,Alice Weidel,AfD/Petry,negative,TLN
1016615746502316032,Alice Weidel,AfD/Petry,negative,LN
1008980175596523520,Alice Weidel,AfD/Petry,negative,TFNLN
1011715705677500417,Alice Weidel,AfD/Petry,positive,FNLN
1017861023557144576,Alice Weidel,AfD/Petry,negative,LN
1010734168035266561,Alice Weidel,AfD/Petry,negative,LN
1016774372479111168,Alice Weidel,AfD/Petry,negative,TLN
1009673014953246723,Alice Weidel,AfD/Petry,positive,LN
1017133824176721921,Alice Weidel,AfD/Petry,neither,LN
1003910877727346688,Alice Weidel,AfD/Petry,positive,FNLN
1019250894305742848,Alice Weidel,AfD/Petry,positive,TFNLN
1010803376571977728,Alice Weidel,AfD/Petry,negative,LN
1003590506780286976,Alice Weidel,AfD/Petry,negative,FNLN
1004815513665572864,Alice Weidel,AfD/Petry,positive,LN
1019685749409673216,Alice Weidel,AfD/Petry,negative,LN
1008634522857066496,Alice Weidel,AfD/Petry,negative,FNLN
1019510239815766016,Alice Weidel,AfD/Petry,neither,TLN
1014464376651304961,Alice Weidel,AfD/Petry,negative,LN
